Date,Open,High,Low,Close,Volume
2023-06-05,118.55,119.48,118.16,118.38,142229
2023-06-06,117.53,118.94,117.34,118.37,186652
2023-06-07,119.35,120.05,117.62,118.4,490411
2023-06-08,120.6,121.52,119.28,119.63,349474
2023-06-09,119.94,120.65,119.48,119.54,279436
2023-06-12,119.76,119.91,118.72,119.69,488647
2023-06-13,119.29,120.25,118.41,119.67,360116
2023-06-14,119.71,120.32,118.15,119.08,447022
2023-06-15,120.03,120.45,118.67,119.66,419200
2023-06-16,119.36,120.77,119.19,120.03,119975
2023-06-19,121.25,122.18,120.03,120.43,257795
2023-06-20,120.62,121.55,119.21,119.97,309373
2023-06-21,121.57,122.02,119.97,120.67,297133
2023-06-22,120.42,120.53,119.82,119.97,450541
2023-06-23,120.5,121.48,119.45,120.27,280225
2023-06-26,121.2,122.2,120.98,121.36,395286
2023-06-27,121.74,121.86,120.65,120.87,389060
2023-06-28,121.31,122.23,120.04,120.58,164324
2023-06-29,119.72,121.5,119.13,120.63,276037
2023-06-30,119.43,120.9,118.85,120.38,488076
2023-07-03,119.36,120.2,119.27,119.61,235720
2023-07-04,120.26,120.66,118.76,119.64,266205
2023-07-05,120.08,120.13,118.84,119.11,196059
2023-07-06,118.65,119.69,118.52,119.35,198317
2023-07-07,119.08,119.88,118.0,118.89,301207
2023-07-10,119.42,119.66,118.46,119.66,397190
2023-07-11,120.21,120.54,118.41,119.27,201459
2023-07-12,119.79,120.19,118.3,119.11,337697
2023-07-13,120.2,120.74,118.86,119.52,300422
2023-07-14,118.84,119.82,118.29,118.9,408037
2023-07-17,118.84,119.36,118.75,119.01,201520
2023-07-18,119.22,120.02,118.81,119.67,487962
2023-07-19,117.97,119.6,117.6,118.86,161272
2023-07-20,119.69,120.14,118.7,118.96,323224
2023-07-21,119.72,119.94,118.37,119.09,429793
2023-07-24,120.48,120.93,118.98,119.48,426818
2023-07-25,119.85,119.99,118.78,118.86,244832
2023-07-26,118.31,118.49,117.98,118.2,252999
2023-07-27,119.0,119.5,117.78,118.46,448619
2023-07-28,119.5,119.92,118.53,118.61,161367
2023-07-31,119.43,120.34,117.88,118.73,329027
2023-08-01,118.07,118.94,117.57,118.58,483894
2023-08-02,117.3,117.98,116.82,117.4,332750
2023-08-03,116.39,117.76,115.8,117.13,335806
2023-08-04,117.83,117.84,116.1,116.92,480298
2023-08-07,115.92,116.58,115.36,115.71,283305
2023-08-08,116.54,117.26,115.86,117.08,144738
2023-08-09,117.39,118.35,116.48,117.05,133397
2023-08-10,115.6,115.75,115.09,115.36,444333
2023-08-11,115.24,115.93,114.36,115.52,438511
2023-08-14,113.27,114.13,112.47,114.04,302332
2023-08-15,114.67,115.67,113.67,114.33,482729
2023-08-16,115.03,115.53,114.14,114.99,438763
2023-08-17,114.21,114.81,112.8,113.67,211453
2023-08-18,114.17,114.24,113.42,114.13,119816
2023-08-21,114.74,115.49,113.2,114.04,499492
2023-08-22,114.46,114.67,113.66,114.36,345011
2023-08-23,115.88,116.78,115.08,115.76,441674
2023-08-24,115.77,115.98,114.4,115.02,471000
2023-08-25,113.57,113.95,112.82,113.76,313567
2023-08-28,111.64,112.41,111.48,112.37,171635
2023-08-29,110.12,111.53,109.24,111.06,469947
2023-08-30,110.99,111.55,109.61,110.48,316184
2023-08-31,110.56,110.63,110.29,110.32,398090
2023-09-01,110.51,111.29,109.27,110.1,417348
2023-09-04,109.85,110.87,109.72,110.42,282958
2023-09-05,109.21,110.46,108.87,109.94,377707
2023-09-06,109.92,111.33,109.18,110.89,192324
2023-09-07,109.83,110.53,109.67,110.13,323536
2023-09-08,112.53,113.09,111.53,112.35,332944
2023-09-11,112.44,112.82,111.61,112.66,371991
2023-09-12,112.1,112.41,111.59,112.23,126155
2023-09-13,112.51,113.37,111.69,111.7,441815
2023-09-14,111.64,112.89,111.35,111.94,216891
2023-09-15,111.85,112.22,111.2,111.82,445454
2023-09-18,112.75,113.02,111.2,112.18,249381
2023-09-19,112.21,113.06,111.58,112.42,231691
2023-09-20,112.62,113.03,112.12,112.38,134707
2023-09-21,112.68,112.71,111.33,111.96,443681
2023-09-22,112.1,112.26,110.66,111.2,297576
2023-09-25,110.27,111.7,109.49,110.98,278686
2023-09-26,112.26,112.92,111.3,111.41,322500
2023-09-27,111.49,111.54,110.73,111.51,453299
2023-09-28,110.41,111.11,109.87,110.89,362425
2023-09-29,110.9,111.21,109.94,110.98,258492
2023-10-02,112.13,112.8,110.83,111.17,270102
2023-10-03,110.72,110.75,110.09,110.73,494274
2023-10-04,110.46,110.9,109.53,110.8,317285
2023-10-05,111.1,111.9,110.73,110.83,438404
2023-10-06,109.74,110.44,108.8,110.26,259476
2023-10-09,109.59,111.09,108.9,110.44,334554
2023-10-10,110.76,111.74,110.69,111.5,260928
2023-10-11,112.34,113.18,112.04,113.08,240272
2023-10-12,113.94,114.88,113.23,114.64,426322
2023-10-13,113.04,114.48,112.97,113.76,396141
2023-10-16,113.6,114.46,112.74,113.32,219273
2023-10-17,113.7,115.17,113.35,114.34,272307
2023-10-18,115.04,115.75,114.42,115.35,348500
2023-10-19,117.16,117.83,116.32,116.37,266129
2023-10-20,120.67,120.92,119.8,120.72,232311
2023-10-23,122.13,122.42,120.82,121.79,334746
2023-10-24,122.77,124.33,121.8,123.43,345546
2023-10-25,124.26,124.89,123.51,124.88,296733
2023-10-26,125.11,126.12,124.98,126.03,226945
2023-10-27,125.56,126.43,124.8,126.22,145272
2023-10-30,127.04,127.51,127.02,127.48,451537
2023-10-31,126.55,127.38,126.53,127.2,423356
2023-11-01,126.65,128.05,126.33,127.47,246470
2023-11-02,126.72,127.9,126.23,127.48,220030
2023-11-03,127.98,128.95,127.21,128.06,418647
2023-11-06,130.29,131.7,129.61,130.88,499854
2023-11-07,129.24,129.85,128.79,129.51,106570
2023-11-08,130.71,130.97,130.43,130.7,430929
2023-11-09,129.96,130.34,128.58,129.58,109110
2023-11-10,128.69,130.2,128.26,129.61,179141
2023-11-13,131.8,132.07,130.75,131.2,112115
2023-11-14,132.02,132.64,131.6,131.76,139062
2023-11-15,130.35,131.6,129.56,131.19,385055
2023-11-16,131.72,132.27,130.28,130.97,204061
2023-11-17,132.99,133.43,131.93,132.15,394700
2023-11-20,131.04,132.21,130.96,131.92,490479
2023-11-21,132.19,133.59,131.51,132.64,101969
2023-11-22,133.79,134.55,132.53,133.18,405897
2023-11-23,133.53,133.67,132.76,133.03,497686
2023-11-24,135.04,136.54,134.09,135.67,221863
2023-11-27,136.23,137.3,136.08,136.81,372369
2023-11-28,135.02,136.17,134.59,135.28,223008
2023-11-29,135.94,136.77,135.0,135.97,254268
2023-11-30,136.05,136.48,135.39,135.81,205823
2023-12-01,136.9,137.18,136.26,137.16,375813
2023-12-04,136.8,137.14,136.4,136.87,486542
2023-12-05,137.74,138.28,136.98,137.25,210677
2023-12-06,137.33,138.89,136.35,138.26,346958
2023-12-07,139.12,139.88,138.71,139.62,148320
2023-12-08,139.35,139.49,138.03,138.92,246649
2023-12-11,139.88,140.71,138.86,139.09,225354
2023-12-12,139.13,140.11,138.9,139.11,188009
2023-12-13,139.02,139.55,138.93,138.96,357437
2023-12-14,140.44,141.4,139.79,141.23,128625
2023-12-15,142.02,142.4,141.65,142.13,312112
2023-12-18,141.57,141.59,140.64,141.5,386233
2023-12-19,141.44,142.87,140.97,141.96,136487
2023-12-20,142.56,143.14,141.59,143.02,328071
2023-12-21,143.29,144.12,143.1,143.54,472592
2023-12-22,141.82,143.05,140.95,142.78,412282
2023-12-25,142.18,143.09,141.4,142.54,273895
2023-12-26,142.59,143.82,141.82,143.17,416205
2023-12-27,142.47,143.65,141.63,142.82,201376
2023-12-28,142.28,143.25,141.52,143.04,441278
2023-12-29,144.2,144.21,142.79,143.42,409199
2024-01-01,143.15,143.29,142.83,142.96,343341
2024-01-02,143.29,144.19,142.9,142.93,381652
2024-01-03,141.89,142.76,140.39,141.31,258056
2024-01-04,140.8,141.4,140.18,140.8,210169
2024-01-05,139.84,141.27,139.04,140.67,370269
2024-01-08,140.12,140.79,139.57,140.05,136059
2024-01-09,141.03,141.21,140.74,140.86,203409
2024-01-10,140.64,141.55,140.02,140.15,105704
2024-01-11,139.79,140.35,139.1,139.93,304456
2024-01-12,139.25,140.37,138.82,139.99,318200
2024-01-15,140.29,141.24,140.09,140.72,211279
2024-01-16,139.73,140.05,139.24,140.0,258280
2024-01-17,140.87,141.04,140.52,140.58,218516
2024-01-18,140.72,141.46,140.0,140.58,297096
2024-01-19,139.8,140.17,139.53,140.09,476188
2024-01-22,141.29,141.89,139.52,140.32,332549
2024-01-23,140.63,140.88,140.11,140.42,129165
2024-01-24,139.59,140.51,139.13,140.12,167203
2024-01-25,139.36,140.45,139.35,140.16,366258
2024-01-26,139.28,140.33,139.21,139.97,136321
2024-01-29,139.51,140.74,139.12,140.02,435441
2024-01-30,139.67,140.65,139.19,140.35,458796
2024-01-31,140.52,141.72,139.92,141.15,461448
2024-02-01,140.1,141.01,139.81,140.53,345014
2024-02-02,140.94,142.25,140.25,141.59,256498
2024-02-05,141.41,142.35,139.76,140.62,117772
2024-02-06,139.7,141.27,138.92,140.54,465898
2024-02-07,140.89,141.1,140.8,140.84,365856
2024-02-08,140.8,141.01,140.32,140.98,494583
2024-02-09,141.63,141.89,140.57,140.67,338389
2024-02-12,139.78,141.16,139.54,140.56,215142
2024-02-13,140.12,140.37,139.13,140.32,191736
2024-02-14,140.96,141.46,139.88,140.02,151924
2024-02-15,141.18,141.78,139.95,140.45,103726
2024-02-16,141.25,141.58,140.0,140.62,451296
2024-02-19,139.8,141.05,139.1,140.28,127723
2024-02-20,140.07,140.84,139.51,140.73,489113
2024-02-21,141.22,141.3,140.87,140.88,334182
2024-02-22,142.15,142.88,140.96,141.29,462638
2024-02-23,141.71,142.21,141.08,141.6,240180
