Date,Open,High,Low,Close,Volume
2023-02-28,100.76,101.07,98.3,100.13,1661
2023-03-01,99.29,100.69,99.22,99.73,5644
2023-03-02,98.52,100.35,97.13,99.28,9503
2023-03-03,99.33,99.43,98.35,98.94,3920
2023-03-04,100.04,100.71,97.93,99.78,9946
2023-03-05,100.96,101.23,98.27,100.21,7236
2023-03-06,101.03,101.16,98.67,100.56,7078
2023-03-07,101.76,103.74,100.2,101.15,1352
2023-03-08,100.93,102.01,99.21,101.37,8005
2023-03-09,101.55,103.82,99.86,102.2,1158
2023-03-10,102.86,103.37,101.72,102.36,1956
2023-03-11,103.96,105.32,101.69,103.35,3071
2023-03-12,105.13,106.65,104.08,104.15,9595
2023-03-13,104.25,105.61,103.06,104.42,4453
2023-03-14,104.27,105.47,103.81,104.53,7675
2023-03-15,105.91,106.73,105.12,105.36,1955
2023-03-16,105.78,106.8,105.63,106.1,7295
2023-03-17,107.72,109.58,105.47,106.86,2712
2023-03-18,108.37,110.03,106.97,107.65,5703
2023-03-19,107.68,109.75,106.23,107.82,7563
2023-03-20,108.74,108.99,108.11,108.24,6631
2023-03-21,108.95,110.41,107.81,108.44,2394
2023-03-22,108.53,111.2,107.45,109.32,5732
2023-03-23,110.79,111.15,108.4,109.98,4714
2023-03-24,110.39,110.52,109.74,110.38,1529
2023-03-25,111.19,112.67,109.29,110.54,3958
2023-03-26,110.56,112.07,108.79,110.92,8904
2023-03-27,112.1,113.78,110.08,111.31,4591
2023-03-28,111.85,112.35,111.38,112.07,7895
2023-03-29,111.76,114.33,111.71,112.74,1525
2023-03-30,114.45,114.85,111.9,113.64,7477
2023-03-31,113.34,114.49,113.3,114.16,1001
2023-04-01,114.01,114.7,112.26,114.37,1374
2023-04-02,116.01,117.64,114.05,115.11,5648
2023-04-03,116.8,118.13,114.02,115.9,3365
2023-04-04,115.44,116.49,113.69,115.29,2525
2023-04-05,114.76,115.48,112.5,114.5,2646
2023-04-06,113.85,115.7,113.15,113.95,1013
2023-04-07,112.97,114.16,111.44,113.38,5599
2023-04-08,112.56,114.53,111.76,112.9,3278
2023-04-09,113.13,114.01,111.82,112.78,4155
2023-04-10,113.08,113.83,111.32,112.58,9321
2023-04-11,113.03,113.96,110.7,112.45,4814
2023-04-12,112.36,112.96,109.81,111.78,4216
2023-04-13,110.57,112.89,109.03,111.39,9219
2023-04-14,110.83,111.85,109.99,110.84,3113
2023-04-15,109.04,110.38,108.2,109.92,5356
2023-04-16,109.7,111.5,108.12,109.6,6543
2023-04-17,109.01,109.9,108.53,109.13,5555
2023-04-18,109.13,110.22,108.13,108.35,8062
2023-04-19,107.74,109.85,107.03,108.04,4374
2023-04-20,107.1,109.12,106.53,107.87,7430
2023-04-21,106.8,107.74,106.21,107.51,4466
2023-04-22,107.79,109.67,106.8,107.27,4081
2023-04-23,106.57,107.83,106.25,106.33,1629
2023-04-24,104.7,106.17,104.66,105.5,1269
2023-04-25,104.0,105.11,102.02,104.83,6724
2023-04-26,104.35,105.94,103.09,103.95,6897
2023-04-27,102.27,104.36,101.5,103.12,4432
2023-04-28,103.5,104.57,101.5,102.86,7276
2023-04-29,102.36,104.15,101.51,101.95,6895
2023-04-30,100.53,102.95,98.63,101.37,8115
2023-05-01,99.71,100.84,98.14,100.54,7656
2023-05-02,100.6,101.22,99.45,99.63,1575
2023-05-03,99.0,99.75,98.16,99.25,8029
2023-05-04,98.79,100.54,97.03,99.05,7099
2023-05-05,99.98,100.05,97.46,99.35,4192
2023-05-06,100.73,101.87,98.91,99.84,4178
2023-05-07,101.64,103.16,99.44,100.67,7052
2023-05-08,102.06,103.81,101.22,101.55,3734
2023-05-09,101.41,102.34,99.43,101.66,7116
2023-05-10,101.38,103.85,100.92,102.21,4568
2023-05-11,103.24,103.46,100.8,102.69,3203
2023-05-12,103.11,104.8,101.69,102.99,2390
2023-05-13,103.05,103.45,101.83,103.2,2742
2023-05-14,104.41,105.2,102.57,103.6,2925
2023-05-15,103.77,106.14,103.31,104.55,1619
2023-05-16,104.93,105.24,104.58,104.94,2274
2023-05-17,104.53,105.97,104.09,105.51,1956
2023-05-18,106.18,107.68,105.81,106.24,2939
2023-05-19,105.78,108.11,104.22,106.67,4953
2023-05-20,106.88,108.92,106.18,107.64,1968
2023-05-21,107.85,110.0,107.73,108.61,1281
2023-05-22,109.24,110.33,107.0,108.94,7262
2023-05-23,109.97,110.47,107.71,109.48,2058
2023-05-24,110.02,110.71,107.99,109.85,5293
2023-05-25,111.13,111.49,108.22,110.21,6178
2023-05-26,110.09,112.16,109.74,110.34,7980
2023-05-27,110.56,112.16,109.77,110.99,2229
2023-05-28,112.28,113.08,110.02,111.54,5585
2023-05-29,111.14,112.61,109.75,111.69,9467
2023-05-30,112.97,114.86,111.73,112.04,3740
2023-05-31,111.98,113.27,110.35,112.96,3289
2023-06-01,114.22,115.39,112.83,113.28,2239
2023-06-02,112.6,114.52,112.15,113.51,6370
2023-06-03,114.83,116.05,112.98,114.05,1125
2023-06-04,115.09,115.13,113.84,115.03,8473
2023-06-05,115.71,117.45,113.56,114.72,6342
2023-06-06,113.16,115.87,112.98,114.01,8351
2023-06-07,113.33,114.46,111.47,113.22,7638
2023-06-08,113.85,115.24,112.38,112.91,7570
2023-06-09,112.21,114.05,111.9,112.16,4249
2023-06-10,111.98,113.39,109.94,111.72,8595
2023-06-11,111.45,111.76,109.15,111.06,7294
2023-06-12,110.3,111.54,108.58,110.39,7527
2023-06-13,110.06,111.27,108.18,109.8,6757
2023-06-14,109.79,110.64,108.31,109.62,2969
2023-06-15,109.57,111.04,107.67,108.77,1891
2023-06-16,107.47,110.25,107.3,108.38,5470
2023-06-17,107.67,109.96,106.85,108.11,8175
2023-06-18,108.88,109.78,107.23,107.98,9320
2023-06-19,108.13,108.36,106.83,107.35,7812
2023-06-20,106.55,108.61,105.1,106.64,8519
2023-06-21,106.76,108.44,105.53,106.52,5612
2023-06-22,105.51,106.21,105.35,105.96,2198
2023-06-23,105.04,107.5,104.6,105.66,6238
2023-06-24,104.9,106.71,103.53,104.97,7089
2023-06-25,104.43,105.76,104.28,104.72,7257
2023-06-26,104.17,105.35,102.3,104.0,8705
2023-06-27,102.71,104.35,101.72,103.55,4719
2023-06-28,103.56,103.67,101.65,102.61,1302
2023-06-29,103.35,104.02,101.2,102.38,1986
2023-06-30,102.37,103.98,100.32,101.97,5440
2023-07-01,101.84,101.85,101.07,101.77,5909
2023-07-02,100.46,101.51,99.1,100.84,4072
2023-07-03,100.58,101.38,98.82,99.95,4124
2023-07-04,99.99,101.06,99.09,99.62,9125
2023-07-05,98.25,100.76,96.49,98.92,4291
2023-07-06,100.58,101.27,98.17,99.76,5033
2023-07-07,101.01,101.7,99.04,100.36,6105
2023-07-08,101.84,103.32,99.24,100.94,1703
2023-07-09,101.7,102.6,99.52,101.25,9133
2023-07-10,101.67,102.12,100.02,101.44,1574
2023-07-11,102.19,103.25,100.52,102.35,6704
2023-07-12,104.13,104.41,101.87,103.26,8848
2023-07-13,104.66,105.01,102.57,103.93,6208
2023-07-14,103.42,105.33,102.18,104.33,7924
2023-07-15,103.79,105.58,102.28,104.74,4828
2023-07-16,105.25,107.33,104.93,105.5,4230
2023-07-17,107.03,107.75,104.65,106.41,1488
2023-07-18,108.27,109.43,105.56,107.3,8114
2023-07-19,107.41,109.37,107.35,108.11,4173
2023-07-20,108.97,109.0,107.13,108.78,2667
2023-07-21,108.72,110.29,108.46,108.96,5114
2023-07-22,110.14,110.5,108.53,109.2,4553
2023-07-23,110.79,112.71,108.62,110.11,8761
2023-07-24,111.44,111.74,110.44,110.76,2000
2023-07-25,110.81,111.7,109.17,110.87,2388
2023-07-26,110.89,111.23,109.23,111.06,6450
2023-07-27,111.31,113.75,110.3,111.76,4712
2023-07-28,110.97,112.86,110.96,111.86,2367
2023-07-29,112.84,114.03,111.54,112.11,9189
2023-07-30,113.33,113.46,111.47,112.7,1454
2023-07-31,114.42,115.92,111.46,113.42,3772
2023-08-01,115.1,115.52,112.85,114.11,4726
2023-08-02,114.52,116.32,113.89,114.41,8232
2023-08-03,115.69,116.1,113.88,115.15,5806
2023-08-04,116.35,116.73,114.38,115.46,3190
2023-08-05,116.56,116.63,114.3,115.86,3875
2023-08-06,114.58,116.03,114.37,115.09,6592
2023-08-07,114.3,115.53,112.78,114.4,2440
2023-08-08,112.8,113.67,111.72,113.54,9927
2023-08-09,113.76,115.31,110.92,112.85,7059
2023-08-10,112.44,113.35,111.55,112.23,8010
2023-08-11,111.51,113.1,110.24,112.05,8117
2023-08-12,111.96,112.84,109.76,111.62,3989
2023-08-13,111.52,112.32,111.07,111.28,7228
2023-08-14,110.68,112.08,108.81,110.96,7471
2023-08-15,109.21,110.29,107.83,109.98,3863
2023-08-16,109.87,110.23,109.39,109.53,2177
2023-08-17,108.67,110.39,108.03,108.63,5760
2023-08-18,108.5,110.39,106.54,107.96,1011
2023-08-19,107.18,107.93,107.01,107.14,6252
2023-08-20,107.29,107.83,105.43,106.59,5399
2023-08-21,106.07,107.36,105.28,105.97,9234
2023-08-22,105.55,106.37,104.19,105.43,6445
2023-08-23,105.9,105.95,105.06,105.15,7570
2023-08-24,104.21,104.71,102.47,104.4,9212
2023-08-25,103.32,105.48,101.37,104.05,1406
2023-08-26,102.99,105.25,101.05,103.93,5431
2023-08-27,103.76,103.81,101.75,103.25,6243
2023-08-28,103.23,103.67,102.73,102.99,7542
2023-08-29,102.45,102.91,100.52,102.04,7936
2023-08-30,100.51,102.42,100.46,101.08,9906
2023-08-31,99.43,100.2,99.39,100.16,5146
2023-09-01,98.76,99.94,98.11,99.73,1140
2023-09-02,99.31,101.21,98.33,99.61,5882
2023-09-03,98.86,99.22,97.14,98.68,7012
2023-09-04,97.97,99.5,96.6,98.19,1963
2023-09-05,97.09,97.7,96.2,97.22,8151
2023-09-06,99.0,99.2,97.64,98.19,9564
2023-09-07,98.76,99.55,96.77,99.06,4610
2023-09-08,99.45,100.89,98.57,99.42,7894
2023-09-09,100.44,102.15,98.97,99.87,8311
2023-09-10,100.53,102.4,100.2,100.74,1105
2023-09-11,101.36,102.15,99.53,101.12,6539
2023-09-12,102.09,103.43,99.98,101.37,7787
2023-09-13,102.87,103.28,101.53,101.97,3137
2023-09-14,102.21,103.51,102.05,102.92,5445
2023-09-15,104.49,106.28,102.28,103.64,4530
2023-09-16,104.24,104.29,102.93,104.26,2286
2023-09-17,103.96,104.61,103.41,104.44,8052
2023-09-18,105.02,105.52,103.12,105.1,4654
2023-09-19,107.05,107.1,105.79,106.09,8102
2023-09-20,106.3,106.67,105.44,106.31,3359
2023-09-21,106.54,108.05,104.65,106.88,9105
2023-09-22,108.04,108.88,106.93,107.77,9636
2023-09-23,108.02,110.33,106.74,108.54,7441
2023-09-24,108.41,110.89,107.61,109.26,6047
2023-09-25,109.26,110.68,108.71,110.0,9227
2023-09-26,109.68,110.94,107.71,110.42,6203
2023-09-27,110.08,111.54,109.26,110.78,2798
2023-09-28,110.89,112.79,109.1,111.61,6291
2023-09-29,112.72,113.26,111.98,112.44,6495
2023-09-30,112.68,114.57,112.25,113.32,7284
2023-10-01,113.93,115.06,113.87,114.24,8285
2023-10-02,115.59,116.69,113.5,114.8,2300
2023-10-03,115.31,116.23,114.57,115.36,7869
2023-10-04,116.51,117.1,114.44,116.17,4097
2023-10-05,116.2,118.76,115.25,116.86,5616
2023-10-06,116.97,119.12,115.03,117.59,1009
2023-10-07,115.85,117.05,115.48,116.77,6752
2023-10-08,115.21,117.61,113.47,115.87,7295
2023-10-09,115.03,116.44,113.48,115.47,5815
2023-10-10,114.38,116.82,112.84,115.03,2072
2023-10-11,114.03,116.45,112.34,114.85,4225
2023-10-12,113.47,115.08,111.95,114.23,2316
2023-10-13,114.01,114.13,112.76,114.09,6699
2023-10-14,112.98,114.11,112.72,113.57,7807
2023-10-15,112.72,114.07,112.65,112.99,7674
2023-10-16,112.64,113.91,110.79,112.63,4683
2023-10-17,112.38,112.9,110.77,112.0,8227
2023-10-18,110.95,112.15,109.36,111.87,4273
2023-10-19,112.34,114.01,110.78,111.74,8000
2023-10-20,111.16,113.13,110.67,110.9,1145
2023-10-21,109.63,111.52,109.38,110.47,6010
2023-10-22,111.01,111.35,108.89,110.26,4040
2023-10-23,110.53,111.07,108.83,109.69,1482
2023-10-24,108.01,108.93,107.61,108.89,4179
2023-10-25,108.15,110.43,107.17,108.6,2249
2023-10-26,108.55,108.79,107.81,107.94,1630
2023-10-27,108.26,109.41,106.6,107.76,9853
2023-10-28,106.99,108.17,106.45,107.62,3852
2023-10-29,106.46,108.15,104.86,107.04,1987
2023-10-30,106.19,107.75,105.57,106.45,8622
2023-10-31,105.75,107.44,104.84,105.78,8327
2023-11-01,105.26,105.67,105.0,105.02,9841
2023-11-02,103.79,104.07,103.65,104.05,2100
2023-11-03,103.41,103.75,102.63,103.48,7652
2023-11-04,103.58,105.38,102.13,103.09,9632
2023-11-05,101.34,104.02,100.14,102.27,8421
2023-11-06,101.43,103.12,100.85,101.93,6016
2023-11-07,102.86,104.06,101.04,102.43,1769
2023-11-08,103.39,104.72,100.88,102.6,2343
2023-11-09,102.74,103.09,101.16,102.72,5358
2023-11-10,103.75,105.58,103.61,103.69,7780
2023-11-11,103.75,105.38,102.79,104.54,7602
2023-11-12,105.15,106.03,104.94,105.26,3349
2023-11-13,105.8,106.84,105.25,105.73,6699
2023-11-14,105.47,106.08,103.5,105.99,2241
2023-11-15,105.77,106.56,105.49,106.23,2125
2023-11-16,106.3,108.03,105.3,106.55,7764
